gender_num,ssc_p,hsc_p,degree_p,workex_num,etest_p,mba_p,degree_t_num,specialisation_num,status_num
1,83.29206493397791,77.83391186731829,67.72130065937763,1,84.470097426433,66.01308676023163,0,1,1
1,51.65578241592786,57.369737211346575,50.06756741662363,0,67.16583995723975,62.03336555712283,1,0,0
0,69.22825732705405,69.55418292158913,70.7493875991768,0,57.86117084583154,54.55149905273355,0,0,0
1,79.00774096220522,66.6641254473433,67.08012338613266,1,95.23556713365637,65.04672663760408,0,1,1
0,66.96079237817425,69.35257916454236,64.80221997410172,0,87.9850003366322,71.64032532505128,2,0,0
1,80.11768145083796,80.46435794245173,72.53082798611143,1,64.66741246809498,66.03432894404531,1,1,1
1,81.40844459599973,63.474233980306074,65.99319993415975,1,65.99376974920963,62.491176677930085,0,1,1
1,72.89772575047216,50.206792478096496,64.26195137456209,1,64.3157078862796,66.81751964265628,0,1,1
1,62.31806750685531,51.455360430821656,52.97692127254897,0,68.29847653315242,62.22898880222832,2,0,0
1,60.96698485558544,61.6676807752237,65.03905893256554,0,61.2903179448828,56.50085620265469,1,1,1
0,67.96178259807783,61.74589594254372,68.76280431910126,1,67.34920656179892,62.40077718360683,1,0,0
1,63.48941836198162,67.40232082221979,63.38083285767595,0,75.60955700847953,66.40037463087907,0,1,1
0,50.347141021851854,37.12811175522852,51.76556595642078,0,64.40628261556307,56.49755602415626,2,0,0
1,72.53567161217505,77.49159112778919,72.09815183267999,1,84.54357113131573,65.65109642450378,0,0,1
0,74.95951190282398,57.2781391537668,61.64824055273122,1,80.80984995181207,60.427275504957095,2,1,0
1,78.33942268849314,77.92020967647106,77.83664197118205,1,85.93624557116621,66.31846538913622,0,1,1
1,72.96497152898097,63.60697068649264,76.72741724705563,1,65.59448164752766,61.53438363332993,1,0,1
1,80.67300683182606,69.30936374933151,71.15891598149649,0,87.13132908336507,70.58906978303858,0,0,1
1,59.09222514200239,63.70148714195263,58.35049800966306,0,84.45690734827427,54.42965844895537,0,0,0
1,55.927500659107295,51.812326566978776,52.38160967744224,0,66.38465968144915,59.51356525875946,0,0,0
1,79.36318482932617,70.7540107348867,71.31716550155306,0,86.86871847533321,70.98748595713326,0,0,1
0,64.74433228267583,69.70037469898865,60.57341795037811,0,49.64502188524188,62.297573649705335,1,1,0
1,89.34637674694059,65.45202897926808,71.72247052468597,0,71.82806986559056,63.38042877772586,0,0,1
1,87.83279874799136,86.26437593277956,67.6794327952891,0,94.40273959738609,63.05126402407,1,0,1
1,54.859674387276684,51.42975073196477,58.24780733795836,0,57.209779352940096,61.71719348967966,1,0,0
1,54.55132611605406,62.747947312844744,57.64878700604894,0,79.18649440163136,57.80431841703444,1,0,0
0,53.60130938007062,78.38598290231077,69.24182857977799,0,95.66917780893166,66.27747287876049,1,1,0
0,77.19256824184109,87.13018570334197,59.41382746063078,0,67.95394804264562,68.88750246344654,1,1,0
1,57.700724412529745,61.31529416127353,63.10183574199361,0,54.22916352219023,55.17051888433895,1,1,1
1,62.82112975792238,60.771109718331736,57.157450238845314,1,78.15093043631936,54.44360971689851,1,1,1
1,62.00608520961327,46.929734015414596,50.05175375562994,0,75.74093712717148,55.90860726211573,1,0,0
1,68.80978454779962,64.47275543949488,56.02075365683774,0,72.68611191064576,55.09859268129517,1,0,1
1,61.06698624282565,61.15908496587445,65.25727194944373,0,61.37539564339251,57.32032989481208,1,1,1
1,62.46642311775692,57.19215028035887,53.74788009270536,0,89.09173406916337,60.38423710549395,1,0,0
0,54.58147261337703,78.24124330546185,69.7176011799021,0,95.49884609447905,67.8749458095579,1,1,0
1,81.65301437932187,66.9288233951461,64.03049984568642,0,91.91669102423931,62.831128925840524,0,1,1
1,67.08011882270849,67.81288621444556,72.64991059774792,1,59.43375957648099,69.84904582207446,1,1,1
1,83.10267216276931,78.32027863819587,61.09666052200779,1,88.69609725734072,71.60073718126387,1,1,1
1,80.99116827061124,62.915458348085636,67.43962950338174,1,86.09540234348091,70.1078254798877,1,1,1
0,69.16343511466427,70.44187603131617,72.2908954908635,0,56.972353663547594,54.463603429413,0,0,0
0,41.190196394881504,44.83185151698501,53.46553289325219,0,70.9792961730142,65.75601152955736,1,0,0
0,77.82478884025163,60.03135305378632,65.1891308149606,1,91.86745595780494,62.96448009927359,0,1,1
1,48.037938008872004,59.34564858427585,64.76633245296844,1,86.12325463328852,62.17753781981543,0,1,1
1,79.55855629961577,65.1037719384382,67.31008079742044,1,94.97598755452006,64.19239049061245,0,1,1
1,74.88806215840862,58.578461265527096,72.51797737763334,1,60.20103435148616,56.246350139288964,1,0,1
0,77.59716650447398,77.42098753215363,79.97405897601196,0,59.52720351612064,66.59295698707223,1,1,0
1,83.85511947895594,69.75461049132045,65.64896483883618,1,79.19451560615859,53.08761628784635,0,0,1
1,63.27679716663449,47.31288335434789,48.981451654607824,0,77.27808069403136,55.21509819721756,1,0,0
0,77.41812254638825,72.51371642719376,81.09744582897603,1,89.84101026334912,70.39547522392961,1,1,0
1,80.10317145304683,72.4525834813182,75.17533523302293,0,61.21775682381432,59.41175132336364,1,1,1
0,65.90991953814346,61.66445022728769,71.91631906341964,0,57.95590964927827,65.55109184540288,1,0,0
1,81.08101822591239,60.65388666004134,61.7290089549494,0,89.59201456748721,65.70723447607786,0,1,1
1,73.09281330854118,78.94141012796932,72.26735483235178,0,91.28673673266822,61.605723524505926,1,1,1
1,59.46120612366187,50.21720723968059,60.10451525261795,0,74.63953306958572,59.22353922267872,2,0,0
1,79.83738360094304,74.05268900816334,77.56928380210607,1,81.50147256302208,75.99807429970019,0,0,1
0,71.513321886915,55.769846001336106,68.76590280376807,0,55.564974658283894,65.17834051871554,1,0,0
0,86.73932189613087,63.91542472001065,68.41180613017909,0,58.55093560427671,59.947670016765834,0,1,0
0,81.79502905931092,64.24842141019808,73.28215752047396,1,95.22916749120898,71.76745645087959,0,1,0
0,69.52843485498767,61.859884260860895,69.2089092228121,1,67.09488533919689,62.8981080566172,1,0,0
0,71.53446404573924,56.45166701782708,69.04240453858705,0,55.34724336661609,64.85960890339064,1,0,0
1,74.09677356458701,87.95902243634578,77.2828012232575,1,74.21338855369922,65.88686093857204,1,1,1
1,74.29829632369162,87.52305439368857,76.72732953706948,1,75.05511903096809,65.53991665029652,1,1,1
0,61.006713693048226,80.95344798312519,66.56470140754818,0,50.52490637997797,62.080240442016695,1,0,0
0,66.2336670262855,66.49947281654237,68.83835477213646,1,80.04801038817622,71.22652729724423,1,1,0
1,85.88634676699559,73.68798355705022,73.68903967102443,0,96.97017780966772,56.58874208186336,1,1,1
0,78.52002893179693,77.35937537534865,80.00430063871362,0,59.59214261833152,66.85415424008367,1,1,0
1,64.00376678770155,66.55295117938226,65.84883238492984,0,68.25887809529465,57.5622323950821,1,0,1
0,77.41099719136548,91.9457954953952,71.91019551912137,1,94.4860380306297,66.52502632672804,1,1,0
1,69.3897110202055,59.7266494004334,64.5260574974398,0,87.90468991855322,52.93642912634922,1,1,1
1,75.62304374817703,70.18430380418165,71.72372228608762,0,94.11863971582531,66.46837345675985,1,1,1
1,69.80132309073467,68.27061262865627,78.04175299941491,1,59.78287447846799,63.50567555329785,1,1,1
1,56.10707574163669,51.044853941053404,57.33121703933922,0,58.3671022781394,62.925669732108524,1,0,0
0,61.9223006476219,80.08631475622747,66.33764954955707,0,50.401252074587966,62.28748058606898,1,0,0
1,62.656325273271115,59.64616304916458,57.35280618560672,1,79.09578653136163,54.71043071213781,1,1,1
1,70.88257565830007,57.86475991446991,57.81789738662627,1,54.95859713097093,60.27757647861802,0,1,1
1,83.56770733793317,72.71582901343044,67.21494158184906,0,61.70344482223488,62.345316835088646,1,1,1
1,50.49255698497186,43.97431305184869,57.71556558984174,0,63.62624160729878,51.363246943157456,1,1,0
0,68.68295212549896,73.21135714211577,65.53019975082992,0,69.90289953466471,57.52531451357025,1,1,0
1,80.3498998800035,79.19363365634715,72.02317907485204,1,63.340105276756965,65.55174953775267,1,1,1
1,73.38249247125606,78.41333315443127,72.63169667179723,1,85.04471876659109,65.58232691131201,0,0,1
0,73.88018511123086,66.52197047548667,58.95094852054861,0,70.51173166370107,61.06711764393411,1,0,0
1,60.930063422477424,50.75394592858169,51.880985095203066,0,68.40144672702243,62.01355492318778,2,0,0
1,64.58523264246006,61.175154560237154,64.09492559386521,1,93.41767628140467,56.81743914250659,1,1,1
0,45.52149364367453,55.83187558511212,57.91166216335761,1,56.79181346412803,64.60149429169525,1,0,0
1,73.96598715172108,50.49492633611574,63.625725687655965,1,64.26827824000307,66.19628571404829,0,1,1
1,61.70072462406137,62.60591273519028,65.39295993942584,0,60.83771313760303,56.7302025346322,1,1,1
1,61.68035702796934,64.00561600035263,60.06385757441874,0,83.67713536864872,62.36756126348289,1,1,0
1,67.63820697574307,90.4439050037075,57.962381473898844,0,55.72257468643878,58.6897912672514,0,0,1
1,85.59279676429668,73.67939522225159,73.97122238550064,0,96.10788427782394,55.39568611658427,1,1,1
1,65.88959578327704,64.55188368592049,59.83333790182094,0,60.10877622489437,61.24503161361615,1,0,0
0,76.49893360519279,60.692132316411154,68.04986224760229,1,58.073238134388156,61.00084042657313,1,1,0
1,70.21018618435517,78.7035007214103,65.34228789665704,1,94.29883787152238,56.634694738834526,1,1,1
0,45.99379752934569,57.93373128573929,64.6880145684022,0,78.07271579052349,61.30367072010889,1,1,0
1,41.84096513261104,41.468032298730606,60.04131620731767,0,96.87073518898477,53.82038848562584,1,1,0
1,61.55286463206873,47.47492091107076,49.39136207342706,0,75.35636643877486,54.75716347701651,1,0,0
0,84.32725185106489,75.09354262148295,68.3932308228198,1,61.803848769248255,62.928205106635545,0,0,0
0,73.64457387289563,62.43931542875258,65.02812984524881,1,63.98593019771147,70.5031748284893,1,0,0
1,74.69441203523567,59.74992741706819,72.51898411707862,1,60.62421186396289,56.515911466115966,1,0,1
0,73.82716684699106,73.46129848494654,73.1816662787856,1,79.29464998550472,67.4321719408439,1,1,0
1,68.00827066150205,56.02007526823382,67.5666272829273,0,73.32943747116285,68.10111133946464,0,0,1
0,87.05852764427725,65.15906964337022,67.68011238530507,0,58.83283993102568,59.895705415262064,0,1,0
1,73.12645183063167,78.38333288409872,65.36811910625818,1,95.60567767109387,60.62352708073156,1,1,1
1,54.60901228283899,60.70737896464056,56.11348443563139,0,66.90202533656985,62.25553408564114,1,0,0
1,72.99075361075992,78.57813607245805,65.43530658788207,1,95.27572167573861,62.28059888523796,1,1,1
0,75.38348914295538,56.99848348155155,61.56283708223606,1,80.90989138437779,61.251318168685366,2,1,0
1,70.50071315480253,58.66016301946294,57.56598371616084,1,57.178564586334495,61.150782333699766,0,1,1
1,84.66937222187399,59.60998174680086,73.16091726043524,1,60.23668591597924,61.25693148135319,0,1,1
0,62.566019783298735,67.08935715924427,59.85263302119357,0,58.564720521577335,67.61703702248455,1,0,0
1,78.00503144424354,76.67079342600098,68.11092497512075,1,73.44324050694227,63.88623827261702,1,1,1
0,69.09108259073714,77.4724144097981,72.40810847930939,0,71.37749611183071,62.213592261777485,1,0,0
0,47.16215597743672,53.97788693381591,65.37962776368737,0,62.35410736708972,65.16003545946596,1,0,0
1,51.77486800959518,50.0232471910871,58.29009765643505,0,62.80093419122815,60.03837462174346,1,0,0
1,81.61129621594179,60.49459202952186,62.00922004646746,0,89.86760174283752,65.83452515290972,0,1,1
0,52.189846509916336,63.869994056594955,60.319649892688595,0,53.68386098255709,64.07215859908212,1,1,0
0,84.16420840197722,90.04583538557752,77.54945801003753,1,78.6396498177988,75.89033542204028,1,1,0
1,62.89165798450214,66.98327979025304,66.29772451831988,0,67.72369841906641,57.81960778542184,1,0,1
1,53.970009605230565,46.36459417775432,57.65924447675121,0,89.99721441223694,56.912480720785695,1,0,0
1,60.233261235573615,41.8587487257761,60.822833143895345,0,54.43596258514167,65.65114667776835,0,0,0
0,76.56290033365279,73.93796943338309,80.52935274173319,1,88.89154286036934,69.16119627960227,1,1,0
1,83.6869909850156,73.14582365480513,66.3407426824738,0,61.5350195671239,61.941622761007395,1,1,1
0,55.50576184294495,62.01570535363463,59.4907568441193,0,59.6511644326696,57.95534145968234,1,0,0
1,73.54432081548825,64.13569328807644,77.16209940333842,1,64.9125792350367,61.13673028481685,1,0,1
1,61.86651108576321,67.15888259501926,66.77316045637019,0,68.1772805497521,58.64732490004942,1,0,1
1,62.372886142465795,66.30417485375763,66.77733465153673,0,68.26330032390672,57.781320045230494,1,0,1
1,82.01683507885049,89.02124000390292,83.55927886144977,0,79.83553573434095,72.49925775545883,1,0,1
1,86.49782752515802,87.0250466543819,67.49177801692085,0,94.61958130327,62.05983153235669,1,0,1
1,84.07062228717535,79.2608107195172,67.41222874966371,1,83.3481129901325,66.18717545678471,0,1,1
1,61.0795114096335,66.52073700636232,58.79780424795753,0,76.0660164197685,51.79994774046388,1,1,0
0,53.5844740501472,77.20065115733284,68.94217240616139,0,95.39997072636115,67.20817209515953,1,1,0
1,56.89886192229427,64.97336661868006,69.80098203311186,0,84.07311949038225,67.85504517774535,1,1,1
0,72.38384307780476,60.42943056811602,68.38583352761518,0,55.57578530981873,58.73832057745696,1,0,0
1,51.901003670383055,57.683115435846894,50.69425528545363,0,67.09748212583666,62.30294956639743,1,0,0
0,54.39537049654479,77.55786317564255,69.02523555817228,0,95.90400195322162,66.91512794408877,1,1,0
1,80.97162321728624,73.93248600638597,77.21217292207574,1,81.73678177674421,75.64720561615817,0,0,1
1,57.673748577991255,39.12588423963723,59.811240518530916,0,72.82144096997557,58.70369398510704,1,0,0
1,71.12980416101334,79.43905705938855,67.02660643693451,1,94.54224723879707,58.14828957756824,1,1,1
0,54.036647093099425,77.05540841904626,69.68977990973636,0,95.2399539562763,66.53450658291804,1,1,0
1,58.82936085891864,39.666871794764354,59.43382580878722,0,73.52320743162124,59.02999803022121,1,0,0
0,73.48819156217907,62.46903081834308,65.85337952447047,0,89.1404795591674,60.17502745816902,1,1,0
0,73.67406153921729,73.01693879512572,73.2591014144844,1,79.8470796503184,68.87945710302706,1,1,0
1,65.20486402677766,68.64932537811981,63.762118821008016,0,75.49772524819026,57.539919343516736,1,1,1
0,77.2066428322886,61.1662230639076,67.8213502944646,1,57.11307378537828,61.231815752894015,1,1,0
0,84.10639074735639,53.238410789925965,90.46233539381934,0,58.62320841026558,69.9621779971462,0,0,0
1,69.61224028965863,65.1305124516506,56.83698034784118,0,73.30083201158324,56.19399723346248,1,0,1
1,53.17007729825021,63.00219815693797,59.441116702155114,1,69.68868400858307,53.112205726665984,1,1,1
0,47.127897310965395,59.1910620412324,63.37774398106041,0,77.49607098299515,61.150377710676906,1,1,0
1,85.05728079930424,73.06449282833672,66.3913130555099,0,60.862357075050014,61.267351171664636,1,1,1
0,66.74019506845073,72.04244124265998,63.61533352302027,0,54.18178713244548,65.41936199503422,1,1,0
0,74.8541072502183,73.40663370110586,68.16135092641363,0,64.2446120085096,62.875514815051694,1,0,0
1,78.9579553460887,79.90313483711549,71.87201239685552,1,64.70974355166662,67.28365730165744,1,1,1
1,64.909054984752,65.49673722091114,75.37906294653358,0,82.48447180000015,59.032166711845086,1,1,1
1,41.54148109127903,41.58886825282359,59.581163325071635,0,96.34261221651784,53.58732546941101,1,1,0
1,74.76558389231064,62.576732879915625,68.92629961685641,0,73.56084415927717,59.34069283927874,1,1,1
1,76.26828285417704,75.10564401195535,72.71384110988082,0,79.76256497697432,67.94229785019175,0,1,1
1,51.12079418291756,48.60547281261339,58.039925982696765,0,62.10230803545647,59.3625232471923,1,0,0
1,72.5889561039562,78.10961020882853,65.24565857515036,1,95.61881609571252,61.653940731786726,1,1,1
0,77.68515404589057,65.43398458590357,64.11549587354759,0,74.46914456319634,72.16856441811274,0,0,0
1,58.414970898541334,61.56918004910532,61.21045263079477,0,57.90337909971094,53.26110724079085,1,0,1
1,85.52701787141952,73.94926116239618,66.39341229871572,0,61.79794525692857,62.397850643228,1,1,1
0,88.84840867464153,72.20442606852984,77.42295359551765,0,82.20541577222843,71.1449033146309,2,0,0
1,54.660831305342406,61.87184274084907,57.791221020595515,0,67.21161164756042,61.891199528204126,1,0,0
1,70.5354738555974,68.49042138444369,79.18855297042175,1,59.86697688152056,63.28317646819254,1,1,1
0,72.74818425325167,58.01461548337975,66.0029460270927,0,53.23607082178996,57.0503786908583,1,0,0
1,75.81192378692681,88.91911126773915,65.34219011299373,1,90.05030282285412,68.94018938153063,1,1,1
1,61.82715825045805,64.4075276947186,59.4988525864364,0,83.65909975629756,65.25461019426318,1,1,0
1,58.912917680227096,62.4097550686286,61.976120089566095,0,58.438081769578545,54.061441032465005,1,0,1
0,45.20606169188824,57.75981102852059,57.90153001662369,1,55.12919135499549,64.96231232539822,1,0,0
1,57.99611216754608,61.5287266081492,61.46468093206778,0,58.27517488750803,54.80417060394884,1,0,1
1,65.15828468637638,77.0874043914941,69.2882046337206,0,59.42944463337459,61.77490530215115,1,0,1
0,68.7472578015478,61.50948206869391,69.33826218367024,1,66.95482618381519,61.87764422482723,1,0,0
0,51.137789800684715,64.199015293283,60.88926159101867,0,54.317742939158876,62.537047735466594,1,1,0
1,58.7217659915596,61.567325234593355,60.782261946493165,0,58.62827945926552,54.42253844011463,1,0,1
1,78.61059379057454,78.82787912321541,78.48036815030459,1,86.52064569327933,65.56721896425833,0,1,1
1,76.84531526639006,89.61239010629644,66.37635593405763,1,90.88750928597142,68.30098222181934,1,1,1
1,80.46799119952375,70.00408525590734,72.74010838025836,0,87.22549220102722,71.12084124086041,0,0,1
1,62.48081179475992,62.96704583203257,64.69576596216024,0,65.7548910881373,56.62814047677816,1,1,1
1,81.05443567813282,73.88989044406131,78.44097052454443,1,80.53887009221293,76.50295773614955,0,0,1
1,62.400301795230405,62.81870539767289,66.16960471051101,0,85.36868925826514,54.94172737095106,1,0,1
0,84.47244924535109,72.99391659192439,73.44329920019814,0,75.76401687624171,72.9784351347575,1,1,0
1,77.00161843901753,89.41038006304535,66.30106588774375,1,89.55791413991903,68.77099317652423,1,1,1
0,40.86273427392476,45.670849548476134,53.343180744461556,0,71.70596570604847,66.12625136439887,1,0,0
1,80.48533626951352,80.52220690490387,72.173832826331,1,64.48636492147773,66.62515148430998,1,1,1
1,51.749354072691226,48.335893751919386,57.87836560087996,0,62.275947222343376,60.63381980613954,1,0,0
0,83.18467110169222,52.02767797328769,92.17761334109828,0,59.4924103366546,68.52101600031786,0,0,0
1,51.905469908949634,48.996991974318384,57.86343886735403,0,62.016766211922274,61.12938010280465,1,0,0
1,79.6740931513806,78.42074294863264,66.31008081753441,0,68.85288027150742,60.368734180822386,1,1,1
1,52.30581878738204,64.59562443833522,56.705267243500835,1,74.76482523980975,59.26292850068739,2,1,0
1,71.2217870992721,62.679100756998594,65.3939555202145,0,61.06673748402413,60.25280513103458,0,0,1
1,63.805576531822766,75.55798604853032,68.6757048725358,0,59.72465846372201,62.36571312454025,1,0,1
0,66.5967235778328,67.36564944651076,69.63992228033855,1,79.82274851036486,71.37505274221398,1,1,0
1,51.51786234018593,50.38392942839486,60.693295653289695,0,59.29379635674648,57.968060404863174,1,1,0
0,79.46007352304999,75.51457582232092,65.99718555920707,0,58.50994420179144,55.51027011470197,0,0,0
0,77.3745774025129,60.274113341558895,64.1436390763219,1,91.98320032722214,63.299191562548906,0,1,1
0,70.24356383013429,46.96668485163084,73.18364870662434,0,78.95703117539865,59.47550335808795,0,0,0
0,72.42578951722949,62.758600136034595,65.90821666451654,0,88.6163648725241,60.339302276233035,1,1,0
0,70.97968776760348,62.0671572189063,61.35912091221521,0,93.87791980028794,70.1593430011706,1,1,0
0,84.55729351175724,52.638767095763804,90.63796300736527,0,58.98763222879767,69.67902781812053,0,0,0
0,74.39217733155851,66.50341647308458,57.466318731230224,0,70.21423249595587,61.16192211361413,1,0,0
0,82.26710301809435,63.826174976059704,73.9049104973494,1,95.52650181683785,71.74621220788295,0,1,0
1,77.55967037405114,64.95620766142548,70.24726586837282,0,88.9152368456699,60.50249961669289,1,1,1
0,75.73125181975672,70.0101924127186,76.20236800062449,1,66.34369491158627,65.4305731859434,1,1,0
1,69.05059089128336,60.01648834573515,64.99596627795324,0,87.3158074047339,52.984585381309856,1,1,1
1,74.05634589205415,59.48957234647132,73.62896451939267,1,59.80651536989893,56.98136633278452,1,0,1
0,53.185158799599506,62.92309636678136,61.038079336845286,0,54.928589415601486,62.889067201434024,1,1,0
1,72.73696519666575,73.518127150461,66.43869027392721,1,69.9312419665328,68.48407571703687,0,1,1
1,83.61686978067617,77.65065315431758,61.50291430538757,1,89.76084953979412,70.71136133845802,1,1,1
0,60.14444428714045,69.45897841127439,66.10972070202554,0,72.02965964650394,58.716216259449524,1,1,0
1,64.64486403107367,67.42157064862,63.15916690754311,0,75.78096714633736,58.0951029889575,1,1,1
1,70.35023628369427,74.14366864087252,65.64572700272493,0,82.29285724878359,61.63760605022145,1,1,1
0,51.12503531311035,64.43416810777389,61.424892842380174,0,54.975155692118676,62.91893007895702,1,1,0
1,63.488859394829774,67.18621696069133,63.59136013452781,0,76.07158812435686,66.06832078837097,0,1,1
1,62.10175870331037,63.421113080271056,65.78962253436995,0,85.59653637598113,54.380984090407345,1,0,1
0,84.37300573652362,74.95548613440174,68.58251716797953,1,61.22012542990306,62.2633778106971,0,0,0
1,52.415348087459435,55.36733006964808,55.08989811389688,0,58.95636322056828,64.6620850297839,1,1,0
